chromosome	start	end	exon	Sample2
21	1685398	1685484	SCAF4_17-SCAF4_18	0
21	1685568	1685733	SCAF4_16-SCAF4_17	0
21	1688307	1688464	SCAF4_15-SCAF4_16	0
21	1690797	1690953	SCAF4_14-SCAF4_15	0
21	1691817	1691930	SCAF4_13-SCAF4_14	0
21	1692349	1692449	SCAF4_12-SCAF4_13	0
21	1693294	1693484	SCAF4_11-SCAF4_12	0
21	1694204	1694289	SCAF4_10-SCAF4_11	0
21	1694813	1694980	SCAF4_10-SCAF4_9	0
21	1696113	1696221	SCAF4_8-SCAF4_9	0
21	1696569	1696750	SCAF4_7-SCAF4_8	0
21	1700995	1701171	SCAF4_6-SCAF4_7	0
21	1701776	1701918	SCAF4_5-SCAF4_6	0
21	1702244	1702379	SCAF4_4-SCAF4_5	0
21	1703765	1703926	SCAF4_3-SCAF4_4	0
21	1705423	1705467	SCAF4_3	0
21	1706274	1706357	SCAF4_2	0
21	1731663	1731692	SCAF4_1	0
21	1873675	1873935	HUNK_1	0
21	1924468	1924760	HUNK_2	0
21	1940165	1940220	HUNK_3	0
21	1946036	1946171	HUNK_4	0
21	1958843	1958970	HUNK_5	0
21	1968250	1968385	HUNK_6	0
21	1974555	1974717	HUNK_7	0
21	1983526	1983609	HUNK_8	0
21	1990129	1990176	HUNK_9	0
21	1995768	1995948	HUNK_10	0
21	1998526	1999184	HUNK_11	0
21	2269037	2269117	MIS18A_5	0
21	2269707	2269803	MIS18A_4	0
21	2270407	2270529	MIS18A_3	0
21	2274830	2274896	MIS18A_2	0
21	2278681	2279014	MIS18A_1	0
21	2298972	2299077	MRAP_1-MRAP_3	0
21	2306640	2306739	MRAP_2-MRAP_4	0
21	2311684	2311996	MRAP_3-MRAP_5	0
21	2314551	2314653	MRAP_3	0
21	2314918	2315099	URB1_39	0
21	2316466	2317065	URB1_38	0
21	2317676	2317917	URB1_37	0
21	2319217	2319414	URB1_36	0
21	2320531	2320640	URB1_35	0
21	2321801	2321944	URB1_34	0
21	2322478	2322584	URB1_33	0
21	2324491	2324602	URB1_32	0
21	2325229	2325389	URB1_31	0
21	2333317	2333419	URB1_30	0
21	2334163	2334334	URB1_29	0
21	2337094	2337157	URB1_28	0
21	2337404	2337514	URB1_27	0
21	2338707	2338900	URB1_26	0
21	2341466	2341524	URB1_25	0
21	2344570	2344756	URB1_24	0
21	2345374	2345575	URB1_23	0
21	2346956	2347811	URB1_22	0
21	2349304	2349483	URB1_21	0
21	2350704	2350922	URB1_20	0
21	2352710	2352906	URB1_19	0
21	2353933	2354103	URB1_18	0
21	2354859	2354997	URB1_17	0
21	2355449	2355565	URB1_16	0
21	2357537	2357656	URB1_15	0
21	2359796	2359908	URB1_14	0
21	2361007	2361123	URB1_13	0
21	2361892	2362021	URB1_12	0
21	2363156	2363329	URB1_11	0
21	2366618	2366755	URB1_10	0
21	2368403	2368598	URB1_9	0
21	2372507	2372631	URB1_8	0
21	2373647	2373772	URB1_7	0
21	2375398	2375483	URB1_6	0
21	2378445	2378541	URB1_5	0
21	2383422	2383554	URB1_4	0
21	2384313	2384464	URB1_3	0
21	2385545	2385684	URB1_2	0
21	2392769	2392910	URB1_1	0
21	2412854	2413013	EVA1C_1	0
21	2453312	2453508	EVA1C_2	0
21	2457597	2457720	EVA1C_3	0
21	2467696	2467848	EVA1C_4	0
21	2495027	2495170	EVA1C_5	0
21	2501415	2501495	EVA1C_5-EVA1C_6	0
21	2503926	2504015	EVA1C_6-EVA1C_7	0
21	2514814	2515190	EVA1C_7-EVA1C_8	0
21	2567978	2568079	CFAP298-TCP10L_8	0
21	2576774	2576923	CFAP298-TCP10L_7-CFAP298-TCP10L_8-TCP10L_4-TCP10L_5-TCP10L_6	0
21	2578667	2578831	CFAP298-TCP10L_6-CFAP298-TCP10L_7-TCP10L_3-TCP10L_4-TCP10L_5	0
21	2582200	2582415	CFAP298-TCP10L_6-TCP10L_2-TCP10L_3-TCP10L_4	0
21	2584161	2584304	TCP10L_2-TCP10L_3	0
21	2601863	2601973	CFAP298_6-CFAP298_7	0
21	2602272	2602367	CFAP298_6	0
21	2603089	2603292	CFAP298-TCP10L_5-CFAP298_5	0
21	2604125	2604283	CFAP298-TCP10L_4-CFAP298_4	0
21	2607649	2607716	CFAP298-TCP10L_3-CFAP298_3	0
21	2609838	2610005	CFAP298-TCP10L_2-CFAP298_2	0
21	2612105	2612243	CFAP298-TCP10L_1-CFAP298_1	0
21	2630995	2631801	SYNJ1_28-SYNJ1_32	0
21	2634864	2634884	SYNJ1_28-SYNJ1_31-SYNJ1_32	0
21	2638908	2639125	SYNJ1_27-SYNJ1_30-SYNJ1_31	0
21	2639671	2639779	SYNJ1_26-SYNJ1_29-SYNJ1_30	0
21	2641896	2641966	SYNJ1_25-SYNJ1_28-SYNJ1_29	0
21	2642095	2642133	SYNJ1_27-SYNJ1_28	0
21	2643410	2643457	SYNJ1_27	0
21	2644968	2645006	SYNJ1_26	0
21	2645646	2645789	SYNJ1_24-SYNJ1_25	0
21	2646393	2646602	SYNJ1_23-SYNJ1_24	0
21	2650184	2650346	SYNJ1_22-SYNJ1_23	0
21	2653288	2653366	SYNJ1_21-SYNJ1_22	0
21	2656687	2656902	SYNJ1_20-SYNJ1_21	0
21	2657003	2657120	SYNJ1_19-SYNJ1_20	0
21	2657716	2657872	SYNJ1_18-SYNJ1_19	0
21	2664913	2665071	SYNJ1_17-SYNJ1_18	0
21	2665943	2666135	SYNJ1_16-SYNJ1_17	0
21	2666433	2666573	SYNJ1_15-SYNJ1_16	0
21	2670288	2670372	SYNJ1_14-SYNJ1_15	0
21	2673340	2673531	SYNJ1_13-SYNJ1_14	0
21	2676332	2676355	SYNJ1_13	0
21	2678645	2678810	SYNJ1_12	0
21	2681496	2681648	SYNJ1_11	0
21	2684038	2684119	SYNJ1_10	0
21	2685748	2685917	SYNJ1_9	0
21	2686978	2687074	SYNJ1_8	0
21	2688306	2688367	SYNJ1_7	0
21	2694228	2694311	SYNJ1_6	0
21	2695057	2695282	SYNJ1_5	0
21	2699838	2700105	SYNJ1_4	0
21	2701961	2702047	SYNJ1_3	0
21	2726772	2726917	SYNJ1_2	0
21	2727946	2728040	SYNJ1_1	0
21	2734950	2735067	PAXBP1_18	0
21	2737254	2737408	PAXBP1_17	0
21	2738173	2738319	PAXBP1_16	0
21	2741509	2741622	PAXBP1_16	0
21	2743248	2743314	PAXBP1_15	0
21	2743678	2743754	PAXBP1_14	0
21	2744792	2744913	PAXBP1_13	0
21	2745574	2745718	PAXBP1_12	0
21	2748499	2748698	PAXBP1_11	0
21	2750917	2751032	PAXBP1_10	0
21	2751119	2751218	PAXBP1_9	0
21	2755230	2755353	PAXBP1_8	0
21	2759080	2759269	PAXBP1_7	0
21	2759777	2759994	PAXBP1_6	0
21	2761059	2761162	PAXBP1_5	0
21	2762096	2762317	PAXBP1_4	0
21	2764348	2764524	PAXBP1_3	0
21	2769814	2769942	PAXBP1_2	0
21	2771326	2771668	PAXBP1_1	0
21	2793762	2794421	C21orf62_2-C21orf62_3-C21orf62_4	0
21	3026863	3027834	OLIG2_1-OLIG2_2	0
21	3070247	3071062	OLIG1_1	0
21	3241923	3241977	ENSG00000249624_2-IFNAR2_2	0
21	3243673	3243714	ENSG00000249624_3-IFNAR2_3	0
21	3244951	3245074	ENSG00000249624_4-IFNAR2_2-IFNAR2_4	0
21	3246718	3246890	ENSG00000249624_5-IFNAR2_3-IFNAR2_5	0
21	3248709	3248854	ENSG00000249624_6-IFNAR2_4-IFNAR2_6	0
21	3252662	3252830	ENSG00000249624_7-IFNAR2_5-IFNAR2_7	0
21	3260597	3260727	ENSG00000249624_8-IFNAR2_8	0
21	3262561	3262716	IFNAR2_9	0
21	3262793	3263500	ENSG00000249624_9-IFNAR2_6-IFNAR2_8-IFNAR2_9	0
21	3266466	3266514	IL10RB_1	0
21	3268394	3268517	IL10RB_2	0
21	3276596	3276753	IL10RB_3	0
21	3279752	3279918	IL10RB_4	0
21	3283094	3283241	IL10RB_5	0
21	3288104	3288261	IL10RB_6	0
21	3296184	3296357	IL10RB_7	0
21	3325056	3325131	IFNAR1_1	0
21	3335524	3335647	IFNAR1_2	0
21	3340999	3341174	IFNAR1_3	0
21	3343268	3343422	IFNAR1_4	0
21	3343535	3343676	IFNAR1_5	0
21	3345246	3345360	IFNAR1_6	0
21	3348550	3348587	IFNAR1_6-IFNAR1_7	0
21	3349091	3349290	IFNAR1_7	0
21	3349389	3349543	IFNAR1_8	0
21	3352758	3352908	IFNAR1_9	0
21	3353638	3353783	IFNAR1_10	0
21	3355316	3355549	IFNAR1_11	0
21	3403544	3403616	IFNGR2_1	0
21	3410836	3410892	IFNGR2_2	0
21	3414888	3415020	IFNGR2_2-IFNGR2_3	0
21	3421480	3421685	IFNGR2_3-IFNGR2_4	0
21	3426884	3427032	IFNGR2_4-IFNGR2_5	0
21	3432177	3432336	IFNGR2_5-IFNGR2_6	0
21	3432714	3432871	IFNGR2_6-IFNGR2_7	0
21	3436828	3436962	IFNGR2_7-IFNGR2_8	0
21	3450818	3450863	TMEM50B_7	0
21	3455727	3455784	TMEM50B_6	0
21	3460413	3460505	TMEM50B_5	0
21	3465342	3465409	TMEM50B_4	0
21	3467010	3467122	TMEM50B_3	0
21	3468787	3468885	TMEM50B_2	0
21	3488227	3489393	DNAJC28_2	0
21	3504124	3504315	GART_22	0
21	3504412	3504527	GART_21	0
21	3505561	3505702	GART_20	0
21	3505974	3506104	GART_19	0
21	3509783	3509920	GART_18	0
21	3511252	3511458	GART_17	0
21	3516989	3517141	GART_16	0
21	3517357	3517608	GART_15	0
21	3520364	3520562	GART_14	0
21	3520906	3521015	GART_13	0
21	3522188	3522282	GART_12	0
21	3524765	3525000	GART_11	0
21	3528167	3528335	GART_10	0
21	3528519	3528604	GART_9	0
21	3528850	3528937	GART_8	0
21	3530759	3530884	GART_7	0
21	3531489	3531557	GART_6	0
21	3532345	3532456	GART_5	0
21	3534579	3534753	GART_4	0
21	3535225	3535320	GART_3	0
21	3539171	3539315	GART_2	0
21	3543093	3543169	SON_1	0
21	3546213	3546379	SON_2	0
21	3549476	3555391	SON_3	0
21	3557156	3557316	SON_3-SON_4	0
21	3557546	3557551	SON_5	0
21	3559230	3559376	SON_4-SON_5	0
21	3559587	3559775	SON_5-SON_6	0
21	3559877	3560131	SON_7	0
21	3567157	3567267	SON_6-SON_7	0
21	3568971	3569087	SON_7-SON_8	0
21	3573308	3573455	SON_8-SON_9	0
21	3575596	3575667	SON_10-SON_9	0
21	3575778	3575893	SON_10-SON_11	0
21	3576365	3576424	SON_11-SON_12	0
21	3578307	3578444	DONSON_10-DONSON_9	0
21	3579350	3579562	DONSON_9	0
21	3581302	3581500	DONSON_8	0
21	3581951	3582055	DONSON_7	0
21	3582165	3582246	DONSON_6	0
21	3583488	3583666	DONSON_5	0
21	3584590	3584768	DONSON_4-ENSG00000249209_8	0
21	3585978	3586181	DONSON_3-ENSG00000249209_7	0
21	3587522	3587602	DONSON_2	0
21	3588321	3588641	DONSON_1	0
21	3589791	3589921	CRYZL1_12-CRYZL1_13-CRYZL1_7	0
21	3591162	3591211	CRYZL1_11-CRYZL1_12	0
21	3595613	3595614	CRYZL1_13	0
21	3595731	3595836	CRYZL1_10-CRYZL1_11-CRYZL1_12	0
21	3597280	3597401	CRYZL1_10-CRYZL1_11-CRYZL1_9	0
21	3599150	3599248	CRYZL1_10-CRYZL1_8-CRYZL1_9	0
21	3602234	3602345	CRYZL1_6-CRYZL1_7-CRYZL1_8-CRYZL1_9	0
21	3603404	3603537	CRYZL1_5-CRYZL1_6-CRYZL1_7-CRYZL1_8	0
21	3613538	3613606	CRYZL1_5-CRYZL1_6-CRYZL1_7	0
21	3616524	3616603	CRYZL1_6	0
21	3616706	3616750	CRYZL1_5-CRYZL1_6	0
21	3621996	3622068	CRYZL1_4-CRYZL1_5	0
21	3624683	3624760	CRYZL1_3-CRYZL1_4	0
21	3631486	3631557	CRYZL1_2-CRYZL1_3	0
21	3640180	3640188	CRYZL1_3	0
21	3641179	3641244	CRYZL1_2	0
21	3718829	3718856	ITSN1_1-ITSN1_2	0
21	3721178	3721270	ITSN1_2-ITSN1_3	0
21	3722588	3722651	ITSN1_3-ITSN1_4	0
21	3735044	3735204	ITSN1_4-ITSN1_5	0
21	3750143	3750322	ITSN1_1-ITSN1_5-ITSN1_6	0
21	3751810	3751906	ITSN1_2-ITSN1_6-ITSN1_7	0
21	3755297	3755397	ITSN1_3-ITSN1_7-ITSN1_8	0
21	3761923	3761986	ITSN1_4-ITSN1_8-ITSN1_9	0
21	3765875	3766012	ITSN1_10-ITSN1_5-ITSN1_9	0
21	3767713	3767828	ITSN1_10-ITSN1_11-ITSN1_6	0
21	3772039	3772058	ITSN1_7	0
21	3772061	3772323	ITSN1_11-ITSN1_12	0
21	3774729	3774878	ITSN1_12-ITSN1_13	0
21	3774968	3775108	ITSN1_13-ITSN1_14	0
21	3781461	3781548	ITSN1_14-ITSN1_15	0
21	3781994	3782133	ITSN1_15-ITSN1_16	0
21	3794341	3794468	ITSN1_16-ITSN1_17	0
21	3797379	3797608	ITSN1_17-ITSN1_18	0
21	3799808	3799929	ITSN1_18-ITSN1_19	0
21	3802430	3802444	ITSN1_20	0
21	3810975	3811222	ITSN1_19-ITSN1_20-ITSN1_21	0
21	3813913	3814072	ITSN1_20-ITSN1_21-ITSN1_22	0
21	3817231	3817581	ITSN1_21	0
21	3818267	3818472	ITSN1_22-ITSN1_23	0
21	3819241	3819323	ITSN1_22-ITSN1_23-ITSN1_24	0
21	3823487	3823653	ITSN1_24-ITSN1_25	0
21	3826818	3826863	ITSN1_25-ITSN1_26	0
21	3829624	3829745	ITSN1_24-ITSN1_25-ITSN1_26-ITSN1_27	0
21	3834307	3834424	ITSN1_25-ITSN1_26-ITSN1_27-ITSN1_28	0
21	3836441	3836632	ITSN1_26-ITSN1_27-ITSN1_28-ITSN1_29	0
21	3836987	3836988	ITSN1_27-ITSN1_28-ITSN1_29-ITSN1_30	0
21	3856736	3856857	ITSN1_29-ITSN1_30	0
21	3858686	3858792	ITSN1_30-ITSN1_31	0
21	3865151	3865334	ITSN1_31-ITSN1_32	0
21	3867233	3867331	ITSN1_32-ITSN1_33	0
21	3875354	3875521	ITSN1_33-ITSN1_34	0
21	3882243	3882455	ITSN1_34-ITSN1_35	0
21	3883550	3883671	ITSN1_35-ITSN1_36	0
21	3885041	3885123	ITSN1_36-ITSN1_37	0
21	3885439	3885522	ITSN1_37-ITSN1_38	0
21	3886287	3886460	ITSN1_38-ITSN1_39	0
21	3888152	3888300	ITSN1_39-ITSN1_40	0
21	3903526	3903639	ATP5PO_7	0
21	3903935	3904021	ATP5PO_6	0
21	3907341	3907453	ATP5PO_5-ENSG00000249209_6	0
21	3909082	3909211	ATP5PO_4-ENSG00000249209_5	0
21	3912289	3912399	ATP5PO_3-ENSG00000249209_4	0
21	3914450	3914500	ATP5PO_2-ENSG00000249209_3	0
21	3915728	3915763	ATP5PO_1-ENSG00000249209_2	0
21	4073701	4073745	MRPS6_1	0
21	4095199	4097355	SLC5A3_2	0
21	4125341	4125480	MRPS6_2	0
21	4142408	4142600	MRPS6_3	0
21	4370479	4370850	KCNE2_2	0
21	4379505	4379516	SMIM11A_2	0
21	4385478	4385642	SMIM11A_3	0
21	4399711	4399899	SMIM11A_3	0
21	4400317	4401072	FAM243A_1	0
21	4402091	4402096	SMIM11A_4	0
21	4419218	4419630	SMIM34A_2	0
21	4423833	4423839	SMIM34A_1	0
21	4449245	4449634	KCNE1_2-KCNE1_3-KCNE1_4	0
21	4512196	4512218	ENSG00000288711_4	0
21	4518084	4518256	RCAN1_3-RCAN1_4-RCAN1_5	0
21	4521302	4521658	ENSG00000288711_3-RCAN1_2-RCAN1_3-RCAN1_4	0
21	4523537	4523710	ENSG00000288711_2-RCAN1_1-RCAN1_2-RCAN1_3	0
21	4525088	4525414	RCAN1_1-RCAN1_2	0
21	4526663	4526749	RCAN1_1	0
21	4613787	4613795	RCAN1_1	0
21	4614760	4615011	ENSG00000288711_1-RCAN1_1	0
21	4669389	4670762	CLIC6_1	0
21	4706027	4706080	CLIC6_2	0
21	4707280	4707389	CLIC6_2-CLIC6_3	0
21	4707944	4708069	CLIC6_3-CLIC6_4	0
21	4708700	4708806	CLIC6_4-CLIC6_5	0
21	4709357	4709538	CLIC6_5-CLIC6_6	0
21	4716321	4716482	CLIC6_6-CLIC6_7	0
21	4792135	4792610	RUNX1_5-RUNX1_6-RUNX1_8-RUNX1_9	0
21	4799301	4799462	RUNX1_4-RUNX1_5-RUNX1_7-RUNX1_8	0
21	4821668	4821696	RUNX1_5	0
21	4834410	4834601	RUNX1_4-RUNX1_6-RUNX1_7	0
21	4859474	4859578	RUNX1_3-RUNX1_5-RUNX1_6	0
21	4880557	4880713	RUNX1_2-RUNX1_4-RUNX1_5	0
21	4886843	4887112	RUNX1_1-RUNX1_3-RUNX1_4	0
21	4892925	4892963	RUNX1_2-RUNX1_3	0
21	5048842	5048899	RUNX1_1-RUNX1_2	0
21	6036117	6036251	SETD4_10-SETD4_11-SETD4_12	0
21	6038150	6038273	SETD4_10-SETD4_11-SETD4_9	0
21	6040575	6040655	SETD4_10-SETD4_8-SETD4_9	0
21	6041807	6041888	SETD4_7-SETD4_8-SETD4_9	0
21	6043759	6043956	SETD4_6-SETD4_7-SETD4_8	0
21	6045582	6046011	SETD4_5-SETD4_6-SETD4_7	0
21	6048308	6048396	SETD4_4-SETD4_5-SETD4_6	0
21	6053583	6053620	SETD4_3-SETD4_4-SETD4_5	0
21	6057109	6057204	SETD4_2-SETD4_3-SETD4_4	0
21	6057384	6057384	SETD4_3	0
21	6058816	6058888	SETD4_1-SETD4_2	0
21	6070116	6070404	CBR1_1	0
21	6070950	6071197	CBR1_2	0
21	6071815	6071939	CBR1_3	0
21	6072174	6072882	CBR1_3	0
21	6135193	6135481	CBR3_1	0
21	6137825	6137932	CBR3_2	0
21	6146076	6146512	CBR3_3	0
21	6164734	6164871	DOP1B_2	192
21	6199070	6199251	DOP1B_3	270
21	6200331	6200501	DOP1B_4	208
21	6208715	6208904	DOP1B_5	258
21	6211553	6211651	DOP1B_6	179
21	6211974	6212097	DOP1B_7	197
21	6214081	6214190	DOP1B_8	114
21	6214442	6214556	DOP1B_9	210
21	6219372	6219492	DOP1B_10	165
21	6223231	6223350	DOP1B_11	183
21	6225565	6225667	DOP1B_12	176
21	6227686	6227877	DOP1B_13	230
21	6230450	6231134	DOP1B_14	655
21	6232804	6233075	DOP1B_15	29
21	6237262	6237414	DOP1B_16	208
21	6238601	6238701	DOP1B_17	154
21	6239765	6239955	DOP1B_18	233
21	6245048	6246677	DOP1B_19	1414
21	6247517	6247628	DOP1B_20	129
21	6248380	6248568	DOP1B_21	262
21	6251162	6251284	DOP1B_22	192
21	6253772	6253909	DOP1B_23	207
21	6260677	6260732	DOP1B_24	118
21	6263546	6263650	DOP1B_25	178
21	6263748	6263814	DOP1B_26	274
21	6270013	6270157	DOP1B_27	237
21	6277021	6277100	DOP1B_28	149
21	6277975	6278084	DOP1B_29	209
21	6278209	6278355	DOP1B_30	310
21	6280285	6280346	DOP1B_31	203
21	6281483	6281611	DOP1B_32	177
21	6288014	6288150	DOP1B_33	163
21	6288756	6288811	DOP1B_34	209
21	6289045	6289206	DOP1B_35	275
21	6292104	6292233	DOP1B_36	116
21	6293320	6293571	DOP1B_37	293
21	6320265	6320303	MORC3_1	0
21	6333646	6333718	MORC3_2	0
21	6336874	6337006	MORC3_3	0
21	6337732	6337946	MORC3_4	0
21	6338774	6338921	MORC3_5	0
21	6341399	6341546	MORC3_6	0
21	6344579	6344707	MORC3_7	0
21	6344912	6345031	MORC3_8	0
21	6349311	6349408	MORC3_9	0
21	6356620	6356724	MORC3_10	0
21	6359955	6360077	MORC3_11	0
21	6360184	6360258	MORC3_12	0
21	6362183	6362228	MORC3_13	0
21	6364093	6364259	MORC3_14	0
21	6368988	6369876	MORC3_15	0
21	6372374	6372531	MORC3_16	0
21	6375143	6375296	MORC3_17	0
21	6386137	6386262	CHAF1B_2	0
21	6387598	6387730	CHAF1B_3	0
21	6391551	6391668	CHAF1B_4	0
21	6394547	6394650	CHAF1B_5	0
21	6397415	6397511	CHAF1B_6	0
21	6399521	6399605	CHAF1B_7	0
21	6402758	6402851	CHAF1B_8	0
21	6408761	6408830	CHAF1B_9	0
21	6409374	6409465	CHAF1B_10	0
21	6411463	6411604	CHAF1B_11	0
21	6412884	6413315	CHAF1B_12	0
21	6415295	6415389	CHAF1B_13	0
21	6416275	6416366	CHAF1B_14	0
21	6460976	6461695	CLDN14_2-CLDN14_3	0
21	6699747	6699921	SIM2_1	0
21	6709168	6709250	SIM2_2	0
21	6712533	6712622	SIM2_3	0
21	6719821	6719929	SIM2_4	0
21	6723045	6723130	SIM2_5	0
21	6726119	6726318	SIM2_6	0
21	6731045	6731151	SIM2_7	0
21	6741717	6741864	SIM2_8	0
21	6743387	6743555	SIM2_9	0
21	6744728	6745136	SIM2_10	0
21	6747665	6748092	SIM2_11	0
21	6754246	6754417	HLCS_11-HLCS_12	0
21	6756542	6756755	HLCS_10-HLCS_11	0
21	6759727	6759841	HLCS_10-HLCS_9	0
21	6765012	6765172	HLCS_8-HLCS_9	0
21	6767218	6767285	HLCS_7-HLCS_8	0
21	6896860	6897131	HLCS_6-HLCS_7	0
21	6930251	6930433	HLCS_5-HLCS_6	0
21	6936449	6937392	HLCS_4-HLCS_5	0
21	6938832	6938994	HLCS_3-HLCS_4	0
21	6962036	6962170	HLCS_2	0
21	6966444	6966638	HLCS_1	0
21	7006773	7006876	RIPPLY3_1	0
21	7008157	7008223	RIPPLY3_2	0
21	7013551	7013618	RIPPLY3_3	0
21	7017874	7018207	RIPPLY3_4	0
21	7065582	7065712	PIGP_4-PIGP_5-PIGP_6	0
21	7067262	7067380	PIGP_3-PIGP_4-PIGP_5	0
21	7069552	7069624	PIGP_2-PIGP_3-PIGP_4	0
21	7072145	7072148	PIGP_3	0
21	7072434	7072587	PIGP_1-PIGP_2	0
21	7087258	7087401	TTC3_1-TTC3_2	0
21	7087833	7087875	TTC3_2-TTC3_3	0
21	7088196	7088346	TTC3_3-TTC3_4	0
21	7088799	7088886	TTC3_4-TTC3_5	0
21	7090233	7090286	TTC3_5-TTC3_6	0
21	7091293	7091413	TTC3_6-TTC3_7	0
21	7094005	7094090	TTC3_7-TTC3_8	0
21	7095350	7095444	TTC3_8-TTC3_9	0
21	7096581	7096643	TTC3_10-TTC3_9	0
21	7097915	7097972	TTC3_11	0
21	7108392	7108446	TTC3_10-TTC3_11	0
21	7121817	7121979	TTC3_11-TTC3_12-TTC3_3	0
21	7122983	7123028	TTC3_12-TTC3_13-TTC3_4	0
21	7124619	7124742	TTC3_13-TTC3_14-TTC3_5	0
21	7126080	7126143	TTC3_14-TTC3_15-TTC3_6	0
21	7129003	7129063	TTC3_15-TTC3_16-TTC3_7	0
21	7132682	7132766	TTC3_16-TTC3_17-TTC3_8	0
21	7135380	7135514	TTC3_17-TTC3_18-TTC3_9	0
21	7138634	7138714	TTC3_10-TTC3_18-TTC3_19	0
21	7140561	7140673	TTC3_11-TTC3_19-TTC3_20	0
21	7144525	7144645	TTC3_12-TTC3_20-TTC3_21	0
21	7147481	7147603	TTC3_13-TTC3_21-TTC3_22	0
21	7148546	7148647	TTC3_14-TTC3_22-TTC3_23	0
21	7150078	7150170	TTC3_15-TTC3_23-TTC3_24	0
21	7150820	7150884	TTC3_16-TTC3_24-TTC3_25	0
21	7151893	7152029	TTC3_17-TTC3_25-TTC3_26	0
21	7152951	7153306	TTC3_18-TTC3_26-TTC3_27	0
21	7156655	7156906	TTC3_27-TTC3_28	0
21	7159699	7159745	TTC3_28-TTC3_29	0
21	7160802	7160858	TTC3_29-TTC3_30	0
21	7161990	7162063	TTC3_30-TTC3_31	0
21	7164051	7164215	TTC3_31-TTC3_32	0
